order_detail_id,transaction_status,created_at,modified_at,payment_date,estimated_delivery_date,receive_date,comment, shippng_fee ,tax_rate,user_id,payment_method_id
6118,Failed,4/26/2018 18:53:32,8/12/2016 22:40:34,1/24/2017 14:43:11,1/27/2017 14:43:11,1/29/2017 14:43:11,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.", $ 47.00 ,15%,7498,2167
6119,Completed,2/16/2016 15:01:41,1/16/2018 7:22:51,1/27/2019 4:49:48,1/30/2019 4:49:48,2/1/2019 4:49:48,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.", $ 19.00 ,7%,6991,6525
6120,Failed,9/20/2016 21:03:47,3/10/2018 6:35:18,10/4/2020 22:16:44,10/7/2020 22:16:44,10/9/2020 22:16:44,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Fusce consequat. Nulla nisl. Nunc nisl.
Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.", $ 50.00 ,10%,1161,1966
6121,Completed,4/7/2019 8:02:47,6/21/2021 9:21:04,9/12/2019 0:32:31,9/15/2019 0:32:31,9/17/2019 0:32:31,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.", $ 49.00 ,15%,1879,1947
6122,Failed,5/16/2020 22:27:48,1/26/2016 12:34:35,8/26/2019 7:04:42,8/29/2019 7:04:42,8/31/2019 7:04:42,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.", $ 18.00 ,10%,346,3820
6123,Completed,3/25/2020 16:36:12,6/5/2021 10:59:42,5/7/2022 16:50:18,5/10/2022 16:50:18,5/12/2022 16:50:18,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Fusce consequat. Nulla nisl. Nunc nisl.
Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.", $ 10.00 ,15%,5352,2270
6124,Ongoing,12/16/2020 14:53:23,1/31/2016 18:45:29,8/17/2018 14:21:35,8/20/2018 14:21:35,8/22/2018 14:21:35,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi., $ 15.00 ,7%,7722,2165
6125,Ongoing,7/16/2016 17:59:43,10/23/2016 14:28:55,9/9/2017 14:51:51,9/12/2017 14:51:51,9/14/2017 14:51:51,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.", $ 46.00 ,7%,9230,1441
6126,Failed,11/9/2019 15:26:11,4/22/2017 21:24:52,4/24/2017 13:04:42,4/27/2017 13:04:42,4/29/2017 13:04:42,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.", $ 23.00 ,10%,4507,2044
6127,Ongoing,8/31/2017 13:38:24,12/21/2018 3:12:05,4/10/2020 5:45:07,4/13/2020 5:45:07,4/15/2020 5:45:07,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Sed ante. Vivamus tortor. Duis mattis egestas metus.", $ 48.00 ,7%,4501,4321
6128,Failed,7/24/2018 10:46:51,6/13/2016 14:32:06,5/31/2021 16:27:21,6/3/2021 16:27:21,6/5/2021 16:27:21,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.", $ 16.00 ,15%,6827,2043
6129,Completed,1/22/2019 7:51:31,11/12/2020 7:05:10,10/27/2018 6:13:07,10/30/2018 6:13:07,11/1/2018 6:13:07,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.", $ 37.00 ,10%,8950,3693
6130,Ongoing,3/31/2019 20:52:19,10/1/2019 18:06:24,12/16/2016 22:57:30,12/19/2016 22:57:30,12/21/2016 22:57:30,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.", $ 25.00 ,10%,8060,4045
6131,Failed,5/20/2016 15:07:49,10/31/2017 17:45:03,7/12/2017 11:50:10,7/15/2017 11:50:10,7/17/2017 11:50:10,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.
Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Fusce consequat. Nulla nisl. Nunc nisl.", $ 12.00 ,10%,5598,4984
6132,Ongoing,1/24/2019 4:31:33,12/23/2017 9:57:39,1/3/2017 11:39:19,1/6/2017 11:39:19,1/8/2017 11:39:19,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.", $ 32.00 ,15%,9656,919
6133,Failed,7/2/2016 5:12:04,6/15/2022 22:23:35,11/2/2019 14:32:45,11/5/2019 14:32:45,11/7/2019 14:32:45,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 16.00 ,10%,6744,4176
6134,Completed,8/5/2018 9:33:27,12/23/2021 10:07:37,4/10/2019 9:16:51,4/13/2019 9:16:51,4/15/2019 9:16:51,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.", $ 43.00 ,10%,9932,3887
6135,Completed,5/20/2017 14:37:40,9/30/2017 6:22:39,11/20/2017 6:30:40,11/23/2017 6:30:40,11/25/2017 6:30:40,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.", $ 12.00 ,7%,8692,5666
6136,Completed,6/29/2017 19:10:14,10/13/2019 13:29:18,9/9/2022 12:43:32,9/12/2022 12:43:32,9/14/2022 12:43:32,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.", $ 24.00 ,15%,6558,2468
6137,Ongoing,1/7/2022 11:56:12,9/23/2018 16:34:23,9/17/2017 3:25:12,9/20/2017 3:25:12,9/22/2017 3:25:12,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.
Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.", $ 29.00 ,10%,5892,3318
6138,Failed,4/30/2021 10:12:21,4/4/2019 16:31:47,11/24/2021 14:47:36,11/27/2021 14:47:36,11/29/2021 14:47:36,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.
Phasellus in felis. Donec semper sapien a libero. Nam dui.
Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.", $ 22.00 ,10%,195,2544
6139,Completed,1/2/2020 11:19:37,1/1/2022 19:22:02,11/19/2019 5:53:31,11/22/2019 5:53:31,11/24/2019 5:53:31,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
Sed ante. Vivamus tortor. Duis mattis egestas metus.", $ 33.00 ,15%,9073,323
6140,Ongoing,1/25/2022 6:23:21,10/27/2019 5:14:14,3/11/2019 17:07:32,3/14/2019 17:07:32,3/16/2019 17:07:32,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.
Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.", $ 23.00 ,7%,656,4335
6141,Completed,5/8/2019 22:54:54,12/26/2016 5:15:39,2/7/2017 0:22:28,2/10/2017 0:22:28,2/12/2017 0:22:28,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 41.00 ,15%,4975,2687
6142,Failed,9/29/2021 2:11:47,9/8/2017 15:28:49,4/21/2018 23:49:51,4/24/2018 23:49:51,4/26/2018 23:49:51,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.
Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.
In congue. Etiam justo. Etiam pretium iaculis justo.", $ 24.00 ,10%,2287,887
6143,Failed,9/23/2016 0:19:21,12/4/2016 4:56:13,1/3/2016 15:53:27,1/6/2016 15:53:27,1/8/2016 15:53:27,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 18.00 ,15%,9500,4636
6144,Completed,4/24/2016 6:23:07,9/4/2017 9:42:12,3/19/2022 2:30:11,3/22/2022 2:30:11,3/24/2022 2:30:11,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 25.00 ,10%,6277,600
6145,Failed,3/11/2020 5:08:27,9/27/2020 8:29:50,2/19/2022 9:41:02,2/22/2022 9:41:02,2/24/2022 9:41:02,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.", $ 12.00 ,7%,6971,5069
6146,Failed,8/16/2019 21:51:24,7/10/2019 18:21:22,10/6/2016 22:09:19,10/9/2016 22:09:19,10/11/2016 22:09:19,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.", $ 34.00 ,15%,6492,3300
6147,Failed,1/13/2016 18:02:29,6/6/2021 8:16:26,11/25/2019 7:07:36,11/28/2019 7:07:36,11/30/2019 7:07:36,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.
In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.", $ 34.00 ,7%,4943,6602
6148,Completed,2/4/2020 7:57:03,4/10/2018 5:37:17,10/16/2021 5:27:41,10/19/2021 5:27:41,10/21/2021 5:27:41,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.", $ 47.00 ,7%,4281,3471
6149,Failed,5/23/2018 7:22:04,7/24/2017 8:16:47,12/3/2022 19:39:07,12/6/2022 19:39:07,12/8/2022 19:39:07,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.", $ 20.00 ,10%,2372,5109
6150,Ongoing,7/6/2016 11:24:03,2/21/2018 13:23:30,1/17/2020 1:28:23,1/20/2020 1:28:23,1/22/2020 1:28:23,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.", $ 50.00 ,7%,1405,1306
6151,Completed,9/28/2019 16:53:10,1/16/2021 8:05:59,2/10/2020 20:11:43,2/13/2020 20:11:43,2/15/2020 20:11:43,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.", $ 43.00 ,15%,3599,2699
6152,Ongoing,1/6/2022 4:02:21,12/22/2018 23:22:39,2/11/2017 12:38:45,2/14/2017 12:38:45,2/16/2017 12:38:45,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.", $ 23.00 ,15%,8832,4814
6153,Failed,5/9/2019 22:14:39,3/21/2021 16:18:41,5/21/2022 6:13:02,5/24/2022 6:13:02,5/26/2022 6:13:02,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.
Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.
Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.", $ 35.00 ,7%,7514,1632
6154,Ongoing,3/2/2018 20:14:22,2/27/2020 7:58:38,3/6/2018 5:33:17,3/9/2018 5:33:17,3/11/2018 5:33:17,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.
Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Fusce consequat. Nulla nisl. Nunc nisl.", $ 47.00 ,7%,237,1187
6155,Ongoing,5/29/2021 13:07:04,1/1/2021 21:14:31,11/5/2017 9:13:49,11/8/2017 9:13:49,11/10/2017 9:13:49,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.", $ 13.00 ,10%,334,2023
6156,Completed,9/30/2017 9:20:46,8/8/2018 14:22:42,3/11/2017 0:06:01,3/14/2017 0:06:01,3/16/2017 0:06:01,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.", $ 27.00 ,10%,506,4854
6157,Failed,4/14/2022 5:37:10,7/28/2017 16:20:45,11/9/2022 6:06:06,11/12/2022 6:06:06,11/14/2022 6:06:06,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.", $ 27.00 ,15%,8116,2441
6158,Completed,8/12/2018 5:59:02,3/14/2021 3:26:02,12/9/2018 14:43:57,12/12/2018 14:43:57,12/14/2018 14:43:57,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.", $ 15.00 ,15%,1833,4155
6159,Ongoing,4/7/2022 13:51:58,11/7/2018 13:36:03,4/14/2019 5:30:23,4/17/2019 5:30:23,4/19/2019 5:30:23,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus., $ 48.00 ,15%,6516,1673
6160,Ongoing,10/1/2017 23:37:21,10/30/2016 23:12:08,12/24/2017 3:05:19,12/27/2017 3:05:19,12/29/2017 3:05:19,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.", $ 43.00 ,15%,8761,6601
6161,Ongoing,9/2/2021 15:45:43,10/8/2020 0:56:46,12/9/2017 14:25:34,12/12/2017 14:25:34,12/14/2017 14:25:34,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.
Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.", $ 39.00 ,7%,7207,2328
6162,Ongoing,5/29/2018 23:12:05,10/31/2022 11:24:30,6/18/2021 19:12:05,6/21/2021 19:12:05,6/23/2021 19:12:05,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.
Fusce consequat. Nulla nisl. Nunc nisl.", $ 12.00 ,15%,2019,2205
6163,Ongoing,2/21/2019 0:13:01,1/31/2019 10:04:18,11/17/2020 19:16:07,11/20/2020 19:16:07,11/22/2020 19:16:07,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.
Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.", $ 25.00 ,10%,3188,5323
6164,Ongoing,11/27/2020 10:58:34,7/7/2021 0:36:20,5/11/2022 22:56:38,5/14/2022 22:56:38,5/16/2022 22:56:38,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.", $ 31.00 ,7%,2722,1185
6165,Ongoing,7/27/2017 8:23:36,3/14/2019 3:39:17,2/28/2021 2:35:03,3/3/2021 2:35:03,3/5/2021 2:35:03,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.", $ 42.00 ,10%,6058,2102
6166,Ongoing,7/9/2017 11:13:05,2/18/2017 23:45:48,6/30/2020 1:38:39,7/3/2020 1:38:39,7/5/2020 1:38:39,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio., $ 19.00 ,15%,9544,6290
6167,Failed,12/14/2016 5:54:12,4/19/2016 17:47:46,3/21/2019 12:48:18,3/24/2019 12:48:18,3/26/2019 12:48:18,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio., $ 15.00 ,15%,2950,5282
6168,Completed,7/14/2020 0:35:25,5/26/2018 11:16:52,7/20/2022 8:39:41,7/23/2022 8:39:41,7/25/2022 8:39:41,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.", $ 10.00 ,10%,3024,3433
6169,Completed,2/20/2017 18:47:04,9/21/2017 12:41:44,11/25/2022 2:51:03,11/28/2022 2:51:03,11/30/2022 2:51:03,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus., $ 33.00 ,7%,6537,6847
6170,Completed,5/12/2021 6:08:11,6/5/2019 2:09:09,10/24/2016 20:44:57,10/27/2016 20:44:57,10/29/2016 20:44:57,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.", $ 44.00 ,10%,2279,1956
6171,Failed,3/15/2020 6:38:41,5/23/2020 9:33:11,11/24/2020 17:35:30,11/27/2020 17:35:30,11/29/2020 17:35:30,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.", $ 27.00 ,10%,9587,1404
6172,Failed,4/30/2018 3:44:50,9/25/2018 10:24:16,6/1/2018 21:19:01,6/4/2018 21:19:01,6/6/2018 21:19:01,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.", $ 49.00 ,10%,9004,5633
6173,Ongoing,12/25/2016 14:52:42,9/16/2018 16:52:14,1/29/2019 22:09:57,2/1/2019 22:09:57,2/3/2019 22:09:57,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.", $ 17.00 ,7%,3362,1131
6174,Completed,7/1/2021 11:49:07,8/27/2019 19:02:18,4/20/2016 7:51:58,4/23/2016 7:51:58,4/25/2016 7:51:58,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.", $ 35.00 ,10%,3542,26
6175,Ongoing,12/30/2020 3:03:34,4/9/2022 21:28:34,12/5/2020 22:50:07,12/8/2020 22:50:07,12/10/2020 22:50:07,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.", $ 11.00 ,15%,3458,14
6176,Failed,9/8/2021 0:15:12,4/18/2020 12:10:33,3/3/2019 3:15:02,3/6/2019 3:15:02,3/8/2019 3:15:02,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.", $ 30.00 ,10%,4924,463
6177,Ongoing,9/28/2018 7:04:57,4/19/2022 1:19:16,2/26/2017 23:22:10,3/1/2017 23:22:10,3/3/2017 23:22:10,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.", $ 38.00 ,10%,5159,681
6178,Ongoing,6/25/2017 2:59:07,11/30/2016 7:22:03,2/28/2021 21:39:02,3/3/2021 21:39:02,3/5/2021 21:39:02,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.", $ 46.00 ,10%,5509,1366
6179,Completed,2/12/2022 14:34:57,8/6/2022 10:40:48,2/28/2016 0:58:59,3/2/2016 0:58:59,3/4/2016 0:58:59,In congue. Etiam justo. Etiam pretium iaculis justo., $ 18.00 ,7%,4982,5538
6180,Ongoing,12/14/2020 11:03:56,4/26/2018 18:55:35,12/25/2017 5:13:27,12/28/2017 5:13:27,12/30/2017 5:13:27,"In congue. Etiam justo. Etiam pretium iaculis justo.
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.", $ 42.00 ,10%,6122,1645
